CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2013-10-13,19,s2_10_14,6,9,s4_4_up,4,87,s3_49_71,45,1023,s3_1005_1025,1018,31,s2_3_15,10,14,s1_below_12,40,s1_below_4,5,,s3_183_297
2013-10-14,23,s3_14_24,7,11,s4_4_up,7,100,s3_49_71,39,1023,s3_1005_1025,1019,31,s2_3_15,10,16,s1_below_12,40,s1_below_4,1,,s3_183_297
2013-10-15,23,s3_14_24,10,12,s4_4_up,9,100,s3_49_71,44,1023,s3_1005_1025,1019,31,s2_3_15,10,21,s1_below_12,53,s1_below_4,2,Rain,s3_183_297
2013-10-16,25,s3_14_24,10,14,s4_4_up,10,100,s4_71_up,43,1024,s3_1005_1025,1019,31,s2_3_15,5,11,s1_below_12,35,s1_below_4,3,Fog,s2_104_183
2013-10-17,27,s3_14_24,11,12,s4_4_up,9,100,s3_49_71,31,1023,s3_1005_1025,1014,31,s4_23_up,26,13,s1_below_12,26,s1_below_4,,,s4_297_up
2013-10-18,27,s3_14_24,10,12,s4_4_up,5,94,s3_49_71,18,1017,s3_1005_1025,1012,31,s4_23_up,31,23,s1_below_12,58,s1_below_4,,,s4_297_up
2013-10-19,23,s3_14_24,13,16,s4_4_up,7,100,s3_49_71,42,1019,s3_1005_1025,1015,31,s2_3_15,5,23,s1_below_12,50,s1_below_4,3,Rain-Thunderstorm,s3_183_297
2013-10-20,21,s3_14_24,14,16,s4_4_up,8,100,s4_71_up,43,1021,s3_1005_1025,1017,31,s2_3_15,6,26,s1_below_12,53,s1_below_4,3,Rain,s3_183_297
2013-10-21,22,s3_14_24,9,11,s4_4_up,8,100,s4_71_up,43,1021,s3_1005_1025,1013,31,s2_3_15,10,16,s1_below_12,35,s1_below_4,2,,s3_183_297
2013-10-22,16,s2_10_14,11,15,s4_4_up,8,100,s4_71_up,60,1014,s3_1005_1025,1010,31,s2_3_15,5,23,s1_below_12,50,s1_below_4,5,Rain,s2_104_183
2013-10-23,21,s3_14_24,13,14,s4_4_up,10,100,s4_71_up,52,1019,s3_1005_1025,1013,31,s2_3_15,6,24,s1_below_12,48,s1_below_4,5,,s3_183_297
2013-10-24,21,s3_14_24,12,16,s4_4_up,12,100,s4_71_up,68,1018,s3_1005_1025,1011,31,s2_3_15,3,32,s1_below_12,55,s1_below_4,5,Rain,s2_104_183
2013-10-25,18,s3_14_24,14,16,s4_4_up,14,100,s4_71_up,83,1016,s3_1005_1025,1013,31,s2_3_15,4,21,s1_below_12,37,s2_4_17,4,Rain,s2_104_183
2013-10-26,20,s3_14_24,14,15,s4_4_up,10,100,s4_71_up,52,1023,s3_1005_1025,1016,31,s2_3_15,6,16,s1_below_12,39,s1_below_4,3,Rain,s3_183_297
2013-10-27,21,s2_10_14,8,12,s4_4_up,8,100,s4_71_up,46,1027,s3_1005_1025,1023,31,s2_3_15,10,14,s1_below_12,26,s1_below_4,1,,s3_183_297
2013-10-28,21,s2_10_14,8,12,s4_4_up,7,100,s4_71_up,46,1023,s3_1005_1025,1016,31,s3_15_23,19,21,s1_below_12,47,s1_below_4,8,,s3_183_297
2013-10-29,16,s2_10_14,7,9,s3_n5_4,-1,81,s3_49_71,28,1024,s3_1005_1025,1019,31,s2_3_15,10,29,s1_below_12,,s1_below_4,2,,s1_below_104
2013-10-30,17,s1_below_10,4,3,s3_n5_4,1,87,s3_49_71,31,1026,s3_1005_1025,1021,31,s2_3_15,10,21,s1_below_12,,s1_below_4,1,,s1_below_104
2013-10-31,19,s1_below_10,1,3,s3_n5_4,-3,100,s3_49_71,14,1026,s3_1005_1025,1022,31,s4_23_up,31,8,s1_below_12,,s1_below_4,,,s1_below_104
2013-11-1,18,s1_below_10,3,5,s3_n5_4,0,93,s3_49_71,28,1027,s3_1005_1025,1022,31,s4_23_up,26,14,s1_below_12,39,s1_below_4,,,s3_183_297
2013-11-2,19,s2_10_14,6,11,s4_4_up,5,100,s4_71_up,47,1023,s3_1005_1025,1018,31,s3_15_23,16,16,s1_below_12,48,s1_below_4,,,s3_183_297
2013-11-3,17,s2_10_14,8,11,s4_4_up,8,100,s4_71_up,59,1022,s3_1005_1025,1019,31,s2_3_15,0,14,s1_below_12,40,s1_below_4,5,Fog,s2_104_183
2013-11-4,16,s2_10_14,9,12,s4_4_up,7,100,s4_71_up,67,1020,s3_1005_1025,1013,31,s2_3_15,10,35,s2_12_22,53,s1_below_4,4,,s3_183_297
2013-11-5,23,s3_14_24,14,13,s4_4_up,10,94,s3_49_71,43,1022,s3_1005_1025,1014,31,s2_3_15,10,37,s3_22_28,55,s1_below_4,2,,s3_183_297
2013-11-6,22,s3_14_24,9,12,s4_4_up,8,100,s4_71_up,44,1024,s3_1005_1025,1019,31,s2_3_15,10,11,s1_below_12,32,s1_below_4,3,,s2_104_183
2013-11-7,17,s2_10_14,11,12,s4_4_up,8,100,s4_71_up,59,1022,s3_1005_1025,1019,31,s2_3_15,0,14,s1_below_12,29,s1_below_4,6,Fog,s3_183_297
2013-11-8,16,s2_10_14,8,12,s4_4_up,4,100,s4_71_up,51,1022,s3_1005_1025,1019,31,s2_3_15,9,24,s1_below_12,45,s1_below_4,4,,s3_183_297
2013-11-9,16,s2_10_14,6,6,s3_n5_4,-4,87,s3_49_71,27,1027,s3_1005_1025,1022,31,s2_3_15,10,26,s1_below_12,40,s1_below_4,3,,s3_183_297
2013-11-10,19,s2_10_14,7,7,s4_4_up,4,93,s3_49_71,35,1029,s4_1025_up,1026,31,s2_3_15,10,13,s1_below_12,,s1_below_4,1,,s2_104_183
2013-11-11,21,s2_10_14,6,9,s4_4_up,4,93,s3_49_71,33,1029,s4_1025_up,1024,31,s4_23_up,31,24,s1_below_12,,s1_below_4,,,s1_below_104
2013-11-12,22,s2_10_14,7,9,s4_4_up,5,93,s3_49_71,34,1026,s3_1005_1025,1019,31,s4_23_up,10,19,s1_below_12,,s1_below_4,1,,s1_below_104
2013-11-13,19,s3_14_24,11,8,s4_4_up,5,77,s3_49_71,32,1025,s3_1005_1025,1020,31,s3_15_23,10,24,s2_12_22,48,s1_below_4,1,,s1_below_104
2013-11-14,18,s2_10_14,6,6,s3_n5_4,-1,76,s3_49_71,18,1029,s4_1025_up,1024,31,s4_23_up,31,34,s1_below_12,35,s1_below_4,,,s1_below_104
2013-11-15,13,s1_below_10,4,2,s3_n5_4,-4,75,s2_35_49,23,1029,s3_1005_1025,1018,31,s3_15_23,10,42,s2_12_22,61,s1_below_4,2,,s1_below_104
2013-11-16,8,s1_below_10,2,3,s3_n5_4,-3,100,s4_71_up,40,1021,s3_1005_1025,1017,31,s3_15_23,6,23,s1_below_12,,s1_below_4,5,Rain,s1_below_104
2013-11-17,7,s1_below_10,2,7,s4_4_up,3,100,s4_71_up,85,1020,s3_1005_1025,1012,31,s2_3_15,3,13,s1_below_12,32,s2_4_17,6,Fog-Rain,s2_104_183
2013-11-18,12,s1_below_10,3,7,s3_n5_4,2,100,s4_71_up,51,1014,s3_1005_1025,1006,31,s2_3_15,6,27,s1_below_12,27,s1_below_4,4,Rain,s2_104_183
2013-11-19,14,s1_below_10,2,5,s3_n5_4,-2,100,s3_49_71,39,1019,s3_1005_1025,1009,31,s3_15_23,10,34,s1_below_12,40,s1_below_4,2,,s4_297_up
2013-11-20,11,s1_below_10,2,-1,s3_n5_4,-5,75,s3_49_71,26,1022,s3_1005_1025,1017,31,s3_15_23,10,35,s2_12_22,,s1_below_4,2,,s4_297_up
2013-11-21,12,s1_below_10,-3,1,s3_n5_4,-3,100,s3_49_71,29,1020,s3_1005_1025,1008,31,s4_23_up,10,29,s1_below_12,48,s1_below_4,1,,s3_183_297
2013-11-22,12,s1_below_10,3,1,s3_n5_4,-4,81,s3_49_71,22,1015,s3_1005_1025,1008,31,s3_15_23,5,27,s2_12_22,,s1_below_4,2,,s4_297_up
2013-11-23,11,s1_below_10,0,-1,s3_n5_4,-4,75,s3_49_71,26,1018,s3_1005_1025,1013,31,s3_15_23,10,29,s1_below_12,,s1_below_4,1,,s1_below_104
2013-11-24,12,s1_below_10,1,0,s3_n5_4,-3,75,s3_49_71,27,1022,s3_1005_1025,1015,31,s4_23_up,10,32,s2_12_22,,s1_below_4,1,,s4_297_up
2013-11-25,15,s1_below_10,-1,-2,s3_n5_4,-7,80,s3_49_71,13,1026,s3_1005_1025,1020,31,s4_23_up,31,21,s1_below_12,,s1_below_4,,,s1_below_104
2013-11-26,12,s1_below_10,-3,-2,s2_n10_n5,-8,86,s3_49_71,15,1028,s3_1005_1025,1022,31,s4_23_up,19,34,s1_below_12,52,s1_below_4,,,s1_below_104
2013-11-27,12,s1_below_10,-1,-4,s2_n10_n5,-8,75,s2_35_49,14,1028,s3_1005_1025,1020,31,s3_15_23,10,26,s1_below_12,47,s1_below_4,1,,s1_below_104
2013-11-28,10,s1_below_10,1,0,s3_n5_4,-6,100,s3_49_71,32,1032,s4_1025_up,1025,31,s2_3_15,5,21,s2_12_22,,s1_below_4,4,Rain-Snow,s1_below_104
2013-11-29,11,s1_below_10,-5,-2,s3_n5_4,-6,100,s3_49_71,24,1032,s4_1025_up,1025,31,s4_23_up,19,11,s1_below_12,,s1_below_4,,,s4_297_up
2013-11-30,10,s1_below_10,-4,2,s3_n5_4,-5,100,s4_71_up,41,1030,s3_1005_1025,1016,31,s3_15_23,10,40,s1_below_12,45,s1_below_4,2,,s4_297_up
2013-12-1,13,s1_below_10,-1,-2,s3_n5_4,-7,70,s2_35_49,18,1023,s3_1005_1025,1017,31,s3_15_23,10,23,s1_below_12,,s1_below_4,1,,s1_below_104
2013-12-2,11,s1_below_10,-5,-3,s2_n10_n5,-8,86,s3_49_71,19,1027,s3_1005_1025,1019,31,s4_23_up,18,14,s1_below_12,27,s1_below_4,,,s4_297_up
2013-12-3,15,s1_below_10,-3,0,s3_n5_4,-5,86,s3_49_71,24,1030,s4_1025_up,1024,31,s4_23_up,10,11,s1_below_12,24,s1_below_4,1,,s4_297_up
2013-12-4,17,s1_below_10,-2,3,s3_n5_4,-3,100,s4_71_up,26,1032,s4_1025_up,1026,31,s4_23_up,19,10,s1_below_12,,s1_below_4,,,s4_297_up
2013-12-5,16,s1_below_10,-3,1,s3_n5_4,-3,100,s3_49_71,22,1033,s4_1025_up,1026,31,s4_23_up,14,11,s1_below_12,,s1_below_4,,,s4_297_up
2013-12-6,15,s1_below_10,-3,-1,s3_n5_4,-5,100,s3_49_71,18,1032,s4_1025_up,1024,31,s4_23_up,19,13,s1_below_12,,s1_below_4,,,s4_297_up
2013-12-7,15,s1_below_10,-4,-3,s3_n5_4,-7,80,s3_49_71,18,1029,s3_1005_1025,1023,31,s4_23_up,23,10,s1_below_12,,s1_below_4,,,s4_297_up
2013-12-8,14,s1_below_10,-5,-2,s3_n5_4,-7,86,s3_49_71,19,1032,s4_1025_up,1025,31,s4_23_up,18,10,s1_below_12,,s1_below_4,,,s4_297_up
2013-12-9,11,s1_below_10,-5,1,s3_n5_4,-7,100,s4_71_up,38,1035,s4_1025_up,1028,31,s2_3_15,2,11,s1_below_12,,s1_below_4,3,Fog,s4_297_up
2013-12-10,13,s1_below_10,-5,2,s3_n5_4,-6,100,s4_71_up,34,1036,s4_1025_up,1029,31,s3_15_23,11,11,s1_below_12,,s1_below_4,,,s4_297_up
2013-12-11,13,s1_below_10,-4,2,s3_n5_4,-6,93,s3_49_71,38,1036,s4_1025_up,1030,31,s4_23_up,10,14,s1_below_12,,s1_below_4,1,,s4_297_up
2013-12-12,12,s1_below_10,-4,3,s3_n5_4,-4,100,s4_71_up,43,1036,s4_1025_up,1028,31,s3_15_23,11,10,s1_below_12,,s1_below_4,,,s4_297_up
2013-12-13,9,s1_below_10,-1,6,s3_n5_4,-2,100,s4_71_up,56,1032,s4_1025_up,1026,10,s2_3_15,3,8,s1_below_12,,s1_below_4,6,Rain,s4_297_up
2013-12-14,14,s1_below_10,1,7,s3_n5_4,1,100,s4_71_up,46,1036,s4_1025_up,1029,31,s2_3_15,1,14,s1_below_12,,s1_below_4,3,Fog,s1_below_104
2013-12-15,14,s1_below_10,-1,6,s3_n5_4,-1,100,s4_71_up,43,1038,s4_1025_up,1031,31,s3_15_23,11,10,s1_below_12,,s1_below_4,,,s4_297_up
2013-12-16,16,s1_below_10,-2,3,s3_n5_4,-3,100,s3_49_71,18,1035,s4_1025_up,1026,31,s4_23_up,26,13,s1_below_12,,s1_below_4,,,s1_below_104
2013-12-17,11,s1_below_10,-1,4,s3_n5_4,-2,100,s4_71_up,56,1032,s4_1025_up,1027,31,s2_3_15,6,10,s1_below_12,,s1_below_4,4,,s4_297_up
2013-12-18,9,s1_below_10,3,8,s4_4_up,2,100,s4_71_up,71,1030,s4_1025_up,1024,11,s2_3_15,0,13,s1_below_12,29,s1_below_4,6,Rain,s3_183_297
2013-12-19,11,s1_below_10,6,9,s4_4_up,0,100,s4_71_up,53,1025,s3_1005_1025,1012,31,s2_3_15,3,27,s2_12_22,47,s2_4_17,6,Rain,s3_183_297
2013-12-20,10,s1_below_10,1,1,s3_n5_4,-2,87,s3_49_71,34,1035,s4_1025_up,1018,31,s3_15_23,10,45,s2_12_22,64,s1_below_4,1,,s4_297_up
2013-12-21,9,s1_below_10,-4,0,s3_n5_4,-5,100,s4_71_up,36,1038,s4_1025_up,1031,31,s4_23_up,27,13,s1_below_12,,s1_below_4,8,,s4_297_up
2013-12-22,11,s1_below_10,-3,2,s3_n5_4,-5,100,s4_71_up,38,1036,s4_1025_up,1030,31,s4_23_up,16,10,s1_below_12,23,s1_below_4,,,s4_297_up
2013-12-23,11,s1_below_10,-2,3,s3_n5_4,-3,100,s4_71_up,38,1034,s4_1025_up,1022,31,s2_3_15,10,13,s1_below_12,37,s1_below_4,3,,s3_183_297
2013-12-24,11,s1_below_10,6,10,s4_4_up,1,100,s4_71_up,66,1023,s3_1005_1025,1003,31,s2_3_15,4,45,s2_12_22,71,s1_below_4,7,Rain,s2_104_183
2013-12-25,9,s1_below_10,5,9,s4_4_up,-1,100,s4_71_up,54,1007,s2_991_1005,997,31,s2_3_15,2,37,s3_22_28,55,s1_below_4,5,Rain,s3_183_297
2013-12-26,11,s1_below_10,3,5,s3_n5_4,-1,97,s3_49_71,37,1019,s3_1005_1025,1006,31,s3_15_23,10,37,s3_22_28,52,s1_below_4,2,,s3_183_297
2013-12-27,12,s1_below_10,8,10,s4_4_up,5,100,s4_71_up,74,1019,s3_1005_1025,1011,31,s2_3_15,2,35,s3_22_28,63,s1_below_4,6,Rain,s3_183_297
2013-12-28,10,s1_below_10,6,10,s3_n5_4,-3,100,s3_49_71,32,1024,s3_1005_1025,1008,31,s2_3_15,3,34,s2_12_22,55,s1_below_4,4,Rain,s3_183_297
2013-12-29,10,s1_below_10,-2,1,s3_n5_4,-4,100,s3_49_71,28,1034,s4_1025_up,1023,31,s4_23_up,9,23,s1_below_12,,s1_below_4,,,s2_104_183
2013-12-30,8,s1_below_10,-3,2,s3_n5_4,-3,100,s4_71_up,47,1034,s4_1025_up,1026,31,s4_23_up,11,13,s1_below_12,,s1_below_4,8,,s1_below_104
2013-12-31,8,s1_below_10,2,6,s3_n5_4,1,100,s4_71_up,65,1028,s3_1005_1025,1020,31,s2_3_15,6,14,s1_below_12,42,s1_below_4,6,Rain,s3_183_297
2014-1-1,9,s1_below_10,7,9,s4_4_up,6,100,s4_71_up,77,1023,s3_1005_1025,1015,31,s2_3_15,3,16,s1_below_12,48,s1_below_4,7,Rain,s3_183_297
2014-1-2,13,s2_10_14,9,12,s4_4_up,8,100,s4_71_up,80,1016,s3_1005_1025,1013,31,s2_3_15,3,29,s2_12_22,55,s2_4_17,7,Rain,s3_183_297
2014-1-3,13,s2_10_14,11,12,s4_4_up,8,100,s4_71_up,74,1020,s3_1005_1025,1016,31,s2_3_15,3,26,s2_12_22,61,s1_below_4,6,Rain,s3_183_297
2014-1-4,11,s1_below_10,5,11,s4_4_up,-2,100,s4_71_up,49,1022,s3_1005_1025,1008,31,s2_3_15,3,50,s3_22_28,72,s2_4_17,5,Rain,s3_183_297
2014-1-5,9,s1_below_10,3,8,s3_n5_4,-1,100,s4_71_up,51,1025,s3_1005_1025,1021,31,s2_3_15,3,23,s2_12_22,45,s1_below_4,6,Rain,s3_183_297
2014-1-6,12,s1_below_10,7,8,s4_4_up,5,100,s4_71_up,60,1024,s3_1005_1025,1019,31,s2_3_15,3,23,s1_below_12,48,s1_below_4,6,Fog,s2_104_183
2014-1-7,14,s2_10_14,8,8,s4_4_up,5,100,s4_71_up,45,1024,s3_1005_1025,1020,31,s2_3_15,10,11,s1_below_12,26,s1_below_4,5,,s2_104_183
2014-1-8,14,s1_below_10,4,7,s4_4_up,2,100,s4_71_up,34,1025,s3_1005_1025,1021,31,s2_3_15,3,11,s1_below_12,,s1_below_4,8,Fog,s4_297_up
2014-1-9,14,s1_below_10,2,5,s3_n5_4,1,100,s4_71_up,38,1025,s3_1005_1025,1019,31,s4_23_up,19,13,s1_below_12,,s1_below_4,,,s4_297_up
2014-1-10,15,s1_below_10,2,5,s3_n5_4,1,100,s4_71_up,30,1021,s3_1005_1025,1013,31,s4_23_up,26,11,s1_below_12,,s1_below_4,,,s4_297_up
2014-1-11,14,s1_below_10,5,7,s4_4_up,3,100,s4_71_up,52,1023,s3_1005_1025,1016,31,s2_3_15,3,8,s1_below_12,,s1_below_4,,,s4_297_up
2014-1-12,8,s1_below_10,2,8,s4_4_up,2,100,s4_71_up,82,1027,s3_1005_1025,1021,5,s1_below_3,0,10,s1_below_12,,s1_below_4,7,Fog-Rain,s4_297_up
2014-1-13,11,s1_below_10,6,9,s3_n5_4,-3,100,s4_71_up,29,1025,s3_1005_1025,1019,31,s2_3_15,1,29,s1_below_12,47,s1_below_4,4,Fog-Rain,s3_183_297
2014-1-14,13,s1_below_10,6,8,s4_4_up,2,93,s4_71_up,56,1020,s3_1005_1025,1013,31,s3_15_23,10,32,s3_22_28,66,s1_below_4,5,Rain,s3_183_297
2014-1-15,10,s1_below_10,6,8,s4_4_up,5,100,s4_71_up,70,1019,s3_1005_1025,1012,31,s2_3_15,3,21,s1_below_12,47,s1_below_4,5,,s2_104_183
2014-1-16,10,s1_below_10,6,9,s4_4_up,3,100,s4_71_up,54,1013,s3_1005_1025,1008,31,s2_3_15,3,26,s2_12_22,52,s1_below_4,4,Rain,s3_183_297
2014-1-17,9,s1_below_10,3,6,s3_n5_4,2,100,s4_71_up,60,1010,s2_991_1005,999,31,s3_15_23,10,27,s2_12_22,50,s1_below_4,5,Rain,s2_104_183
2014-1-18,10,s1_below_10,5,6,s4_4_up,2,100,s4_71_up,57,1000,s2_991_1005,994,31,s2_3_15,5,23,s1_below_12,47,s1_below_4,6,Rain-Snow,s3_183_297
2014-1-19,9,s1_below_10,3,5,s3_n5_4,-3,100,s4_71_up,49,1011,s2_991_1005,994,31,s2_3_15,6,26,s1_below_12,,s1_below_4,5,Rain,s3_183_297
2014-1-20,10,s1_below_10,3,0,s3_n5_4,-2,75,s3_49_71,34,1021,s3_1005_1025,1010,31,s3_15_23,10,29,s2_12_22,40,s1_below_4,1,,s3_183_297
2014-1-21,10,s1_below_10,-2,7,s3_n5_4,-2,100,s4_71_up,49,1022,s3_1005_1025,1014,31,s2_3_15,3,24,s1_below_12,42,s2_4_17,5,Rain,s3_183_297
2014-1-22,13,s1_below_10,5,8,s4_4_up,1,100,s4_71_up,57,1020,s3_1005_1025,1011,31,s2_3_15,3,23,s1_below_12,27,s2_4_17,5,Fog-Rain,s2_104_183
2014-1-23,12,s1_below_10,4,2,s3_n5_4,-1,81,s3_49_71,31,1030,s3_1005_1025,1019,31,s4_23_up,10,34,s2_12_22,,s1_below_4,1,,s1_below_104
2014-1-24,14,s1_below_10,-1,6,s3_n5_4,-1,100,s4_71_up,31,1032,s4_1025_up,1023,31,s3_15_23,10,27,s1_below_12,47,s1_below_4,4,,s3_183_297
2014-1-25,17,s2_10_14,7,8,s4_4_up,5,93,s3_49_71,38,1028,s3_1005_1025,1023,31,s3_15_23,10,23,s1_below_12,,s1_below_4,3,,s4_297_up
2014-1-26,17,s1_below_10,3,8,s4_4_up,3,100,s4_71_up,34,1029,s3_1005_1025,1018,31,s3_15_23,0,32,s1_below_12,47,s1_below_4,3,Fog,s3_183_297
2014-1-27,11,s1_below_10,7,7,s3_n5_4,-4,87,s3_49_71,28,1018,s3_1005_1025,1012,31,s3_15_23,10,48,s3_22_28,74,s1_below_4,2,,s3_183_297
2014-1-28,9,s1_below_10,4,6,s3_n5_4,-2,87,s3_49_71,44,1014,s3_1005_1025,1000,31,s3_15_23,10,47,s3_22_28,74,s1_below_4,5,Rain,s3_183_297
2014-1-29,9,s1_below_10,4,5,s3_n5_4,-2,87,s3_49_71,33,1006,s2_991_1005,995,31,s2_3_15,6,35,s2_12_22,50,s1_below_4,4,Rain,s3_183_297
2014-1-30,11,s1_below_10,1,2,s3_n5_4,-4,76,s3_49_71,27,1012,s3_1005_1025,1005,31,s3_15_23,10,34,s2_12_22,50,s1_below_4,3,,s3_183_297
2014-1-31,13,s1_below_10,6,7,s3_n5_4,1,82,s3_49_71,47,1013,s3_1005_1025,1009,31,s3_15_23,10,23,s2_12_22,53,s1_below_4,5,,s3_183_297
2014-2-1,13,s1_below_10,5,9,s3_n5_4,-4,94,s3_49_71,26,1019,s3_1005_1025,1008,31,s3_15_23,10,47,s2_12_22,66,s1_below_4,4,Rain,s3_183_297
2014-2-2,10,s1_below_10,-2,-1,s3_n5_4,-5,86,s3_49_71,23,1024,s3_1005_1025,1016,31,s4_23_up,23,21,s1_below_12,42,s1_below_4,,,s2_104_183
2014-2-3,8,s1_below_10,-2,4,s3_n5_4,-4,100,s4_71_up,42,1019,s3_1005_1025,1008,31,s3_15_23,3,29,s1_below_12,42,s1_below_4,4,Rain-Snow,s3_183_297
2014-2-4,8,s1_below_10,1,7,s3_n5_4,-1,100,s4_71_up,66,1017,s3_1005_1025,1007,31,s2_3_15,5,35,s2_12_22,52,s1_below_4,6,Rain,s2_104_183
2014-2-5,13,s1_below_10,7,9,s4_4_up,3,100,s4_71_up,47,1016,s3_1005_1025,1004,31,s2_3_15,3,34,s3_22_28,53,s1_below_4,4,Rain,s3_183_297
2014-2-6,17,s2_10_14,8,11,s4_4_up,5,100,s4_71_up,45,1017,s3_1005_1025,1005,31,s2_3_15,6,53,s2_12_22,76,s1_below_4,6,Rain,s2_104_183
2014-2-7,10,s1_below_10,5,7,s3_n5_4,-1,100,s4_71_up,54,1021,s3_1005_1025,1009,31,s2_3_15,3,37,s3_22_28,64,s1_below_4,5,Rain,s3_183_297
2014-2-8,12,s1_below_10,7,10,s4_4_up,-1,100,s4_71_up,44,1017,s3_1005_1025,1007,31,s2_3_15,3,37,s3_22_28,60,s1_below_4,5,Rain,s3_183_297
2014-2-9,8,s1_below_10,3,5,s3_n5_4,-2,100,s4_71_up,45,1016,s3_1005_1025,992,31,s2_3_15,2,39,s2_12_22,61,s2_4_17,6,Rain,s3_183_297
2014-2-10,9,s1_below_10,3,6,s3_n5_4,-4,93,s3_49_71,27,1021,s3_1005_1025,992,31,s3_15_23,6,53,s4_28_up,80,s1_below_4,3,Rain,s3_183_297
2014-2-11,6,s1_below_10,1,5,s3_n5_4,-4,100,s4_71_up,43,1023,s3_1005_1025,1013,31,s2_3_15,3,27,s2_12_22,55,s2_4_17,6,Rain-Snow,s3_183_297
2014-2-12,8,s1_below_10,3,5,s3_n5_4,3,100,s4_71_up,72,1024,s3_1005_1025,1017,31,s2_3_15,2,14,s1_below_12,37,s1_below_4,7,Fog-Rain,s4_297_up
2014-2-13,17,s2_10_14,4,13,s4_4_up,4,100,s4_71_up,50,1021,s3_1005_1025,1015,31,s2_3_15,0,34,s1_below_12,52,s1_below_4,5,Fog-Rain,s3_183_297
2014-2-14,16,s2_10_14,10,12,s4_4_up,7,100,s4_71_up,57,1018,s3_1005_1025,1008,31,s2_3_15,2,47,s2_12_22,63,s1_below_4,5,Rain,s3_183_297
2014-2-15,9,s1_below_10,6,10,s4_4_up,2,100,s4_71_up,60,1015,s3_1005_1025,1008,31,s2_3_15,5,24,s2_12_22,40,s1_below_4,6,Rain,s3_183_297
2014-2-16,11,s1_below_10,3,6,s3_n5_4,0,100,s4_71_up,40,1019,s3_1005_1025,1015,31,s2_3_15,3,14,s1_below_12,,s1_below_4,3,,s1_below_104
2014-2-17,11,s1_below_10,-1,3,s3_n5_4,-2,100,s4_71_up,39,1019,s3_1005_1025,1011,31,s3_15_23,10,11,s1_below_12,,s1_below_4,1,,s4_297_up
2014-2-18,12,s1_below_10,4,3,s3_n5_4,0,93,s3_49_71,34,1020,s3_1005_1025,1011,31,s3_15_23,10,24,s1_below_12,,s1_below_4,2,,s4_297_up
2014-2-19,15,s1_below_10,-1,2,s3_n5_4,-2,100,s3_49_71,26,1025,s3_1005_1025,1018,31,s4_23_up,10,10,s1_below_12,,s1_below_4,1,,s3_183_297
2014-2-20,13,s1_below_10,0,10,s3_n5_4,-1,100,s4_71_up,55,1025,s3_1005_1025,1018,31,s3_15_23,10,23,s1_below_12,55,s1_below_4,5,Rain,s3_183_297
2014-2-21,12,s1_below_10,6,10,s3_n5_4,-5,100,s3_49_71,21,1024,s3_1005_1025,1017,31,s3_15_23,3,24,s2_12_22,29,s1_below_4,4,Rain,s3_183_297
2014-2-22,13,s1_below_10,-2,4,s3_n5_4,-3,100,s3_49_71,34,1028,s3_1005_1025,1022,31,s3_15_23,10,21,s1_below_12,47,s1_below_4,2,,s3_183_297
2014-2-23,16,s1_below_10,1,4,s3_n5_4,-3,100,s4_71_up,25,1026,s3_1005_1025,1013,31,s2_3_15,6,14,s1_below_12,23,s1_below_4,3,Fog,s4_297_up
2014-2-24,11,s1_below_10,3,6,s3_n5_4,-1,93,s3_49_71,51,1021,s3_1005_1025,1012,31,s3_15_23,9,27,s1_below_12,55,s1_below_4,5,Rain,s3_183_297
2014-2-25,12,s1_below_10,2,6,s3_n5_4,1,100,s4_71_up,49,1022,s3_1005_1025,1018,31,s3_15_23,10,39,s2_12_22,58,s1_below_4,4,,s3_183_297
2014-2-26,12,s1_below_10,5,3,s3_n5_4,-6,81,s2_35_49,18,1030,s3_1005_1025,1021,31,s3_15_23,8,35,s2_12_22,47,s1_below_4,4,Rain,s3_183_297
2014-2-27,13,s1_below_10,2,7,s3_n5_4,-2,100,s3_49_71,46,1031,s4_1025_up,1026,31,s3_15_23,10,16,s1_below_12,40,s1_below_4,4,,s2_104_183
2014-2-28,15,s1_below_10,2,7,s3_n5_4,0,100,s3_49_71,30,1029,s3_1005_1025,1015,31,s3_15_23,5,52,s2_12_22,77,s1_below_4,3,Fog,s3_183_297
2014-3-1,13,s1_below_10,7,11,s4_4_up,1,94,s4_71_up,44,1016,s3_1005_1025,1003,31,s2_3_15,10,34,s3_22_28,61,s1_below_4,5,Rain,s3_183_297
2014-3-2,17,s2_10_14,9,10,s4_4_up,6,83,s3_49_71,41,1009,s3_1005_1025,1003,31,s3_15_23,10,37,s3_22_28,60,s1_below_4,5,Rain,s3_183_297
2014-3-3,12,s1_below_10,7,9,s3_n5_4,-3,88,s3_49_71,26,1014,s3_1005_1025,1006,31,s3_15_23,10,52,s4_28_up,72,s1_below_4,3,,s3_183_297
